GoogleMetroArea,trends_geocode,typearea,GeoName,State,zip_code
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4102
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4088
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4093
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4038
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3254
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4097
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3592
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4042
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4549
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3582
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4541
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4075
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4992
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4863
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4008
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4098
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4021
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3910
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4956
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4346
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4004
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4047
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3864
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4280
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3883
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4077
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3570
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4073
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4271
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4252
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4029
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4078
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4927
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4535
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4265
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4983
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4285
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3584
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4571
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4562
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4570
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4234
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4084
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3576
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4014
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3882
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4101
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4048
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3850
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3836
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4254
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4294
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4859
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4281
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3902
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4243
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4046
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4227
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4262
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4255
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4108
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4217
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4544
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4288
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4095
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4856
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4091
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4103
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3908
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4074
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4054
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4094
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4085
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4001
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4256
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3909
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4055
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4063
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4984
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4212
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4027
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4016
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4260
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4083
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4291
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4030
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4056
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4041
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3846
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3814
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3838
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4221
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4955
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4070
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4220
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4257
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4239
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4241
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4903
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3598
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4947
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4105
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4935
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3905
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4003
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4548
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4079
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4292
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4006
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4278
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4250
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4017
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4344
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4122
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3588
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4276
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4353
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3847
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4072
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4645
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4037
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4530
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4270
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3818
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4851
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3875
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4064
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3897
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4275
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,3817
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4210
Portland-Auburn ME,500,DMA,Portland-Auburn,ME-NH,4267
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8551
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10108
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12574
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11020
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11975
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11710
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7111
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11716
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10538
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11379
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7175
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12409
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10994
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7101
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7105
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7602
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12726
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11417
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10462
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7086
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7926
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11940
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11209
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11793
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7202
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7052
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7005
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10002
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7506
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12490
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10102
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7544
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11579
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11430
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7395
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10159
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6813
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8739
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10292
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10024
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12528
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6810
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11426
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10589
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7514
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12419
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11516
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6608
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7663
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7071
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10111
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7657
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10105
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6922
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6890
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7874
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7205
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10117
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11556
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6804
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12758
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6877
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10171
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7104
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7063
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6850
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10154
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7979
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12577
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12594
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7428
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6889
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11003
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10069
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6902
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7006
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8834
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8844
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10607
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11944
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10004
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11563
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7039
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6879
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10546
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12788
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11732
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7446
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12769
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7704
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11435
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10010
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8825
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7007
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11719
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10023
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7726
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7846
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7757
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10079
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10172
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7933
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11949
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6926
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10921
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11976
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8829
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12533
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7470
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10167
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11251
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7033
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10043
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11238
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11717
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7877
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7822
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12745
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12719
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10913
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8750
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10453
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11739
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12732
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11044
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10601
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7418
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11703
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11707
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11101
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7189
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11788
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11555
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11787
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7308
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7058
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11372
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11947
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7206
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11386
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7675
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7701
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10604
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12762
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12420
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11709
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11355
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7927
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11969
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11378
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8734
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11010
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12785
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11361
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7078
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6851
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7028
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11577
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10922
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8875
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8889
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10268
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10521
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12501
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10475
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7832
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12489
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8701
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7087
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6896
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10285
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11786
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10179
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7699
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7029
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7936
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7924
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7760
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7940
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8884
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8852
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12786
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8804
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11221
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10115
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10211
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7024
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12754
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7920
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11934
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10311
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10265
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,12458
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,8822
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6801
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,7983
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10954
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,6855
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10260
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10914
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10986
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10153
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10164
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,11380
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,18337
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10122
Norfolk-Portsmouth-Newport News VA,501,DMA,New York,CT-NJ-NY-PA,10465
